run#,DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,UB,Algorithm,Stochastic,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Algorithm Msgs Counter,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors
38,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9989,6964.0,1.0,6985.0,6964.0,68.0,16287.0,414.0,414.0,21.0,1.0,1.0
39,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9996,7496.0,1.0,7496.0,7477.0,64.0,16129.0,318.0,318.0,0.0,1.0,1.0
40,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9947,6386.0,1.0,6386.0,6386.0,57.0,13153.0,197.0,197.0,0.0,1.0,1.0
41,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9920,7296.0,1.0,7296.0,7296.0,59.0,14510.0,249.0,249.0,0.0,1.0,1.0
42,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9847,6503.0,1.0,6503.0,6503.0,54.0,12269.0,342.0,342.0,0.0,1.0,1.0
43,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9850,6378.0,1.0,6378.0,6378.0,57.0,13062.0,166.0,166.0,0.0,1.0,1.0
44,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9931,5964.0,1.0,5964.0,5964.0,57.0,13284.0,404.0,404.0,0.0,1.0,1.0
45,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9937,6182.0,1.0,6182.0,6182.0,60.0,13488.0,154.0,154.0,0.0,1.0,1.0
46,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9941,7161.0,1.0,7161.0,7161.0,68.0,16682.0,448.0,448.0,0.0,1.0,1.0
47,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9938,6162.0,1.0,6162.0,6162.0,62.0,14253.0,452.0,452.0,0.0,1.0,1.0
48,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9951,7142.0,1.0,7142.0,7142.0,67.0,17086.0,287.0,287.0,0.0,1.0,1.0
49,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9935,7776.0,1.0,7776.0,7776.0,60.0,16090.0,276.0,276.0,0.0,1.0,1.0
50,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9946,7749.0,1.0,7749.0,7749.0,60.0,16278.0,373.0,373.0,0.0,1.0,1.0
51,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9959,7336.0,1.0,7319.5,7336.0,59.0,14809.0,91.0,91.0,16.5,1.0,1.0
52,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9914,6141.0,1.0,6141.0,6141.0,68.0,15159.0,209.0,209.0,0.0,1.0,1.0
53,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9838,7082.0,1.0,7082.0,7067.0,59.0,15210.0,163.0,163.0,0.0,1.0,1.0
54,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9953,6608.0,1.0,6608.0,6592.0,72.0,17575.0,264.0,264.0,0.0,1.0,1.0
55,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9920,7504.0,1.0,7504.0,7504.0,59.0,15257.0,385.0,385.0,0.0,1.0,1.0
56,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9901,6853.0,1.0,6853.0,6853.0,60.0,14878.0,274.0,274.0,0.0,1.0,1.0
57,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9995,6100.0,1.0,6100.0,6100.0,72.0,16278.0,374.0,374.0,0.0,1.0,1.0
58,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9924,6479.0,1.0,6479.0,6479.0,68.0,15336.0,132.0,132.0,0.0,1.0,1.0
59,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9912,7093.0,1.0,7093.0,7093.0,59.0,14860.0,327.0,327.0,0.0,1.0,1.0
60,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9989,6744.0,1.0,6744.0,6744.0,57.0,13688.0,170.0,170.0,0.0,1.0,1.0
61,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9861,6634.0,1.0,6634.0,6634.0,68.0,16801.0,177.0,177.0,0.0,1.0,1.0
62,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9998,6985.0,1.0,6985.0,6985.0,64.0,16071.0,270.0,270.0,0.0,1.0,1.0
63,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9919,7439.0,1.0,7439.0,7439.0,63.0,16056.0,248.0,248.0,0.0,1.0,1.0
64,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9867,7135.0,1.0,7135.0,7135.0,67.0,17094.0,251.0,251.0,0.0,1.0,1.0
65,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9921,6958.0,1.0,6958.0,6926.0,56.0,14171.0,327.0,327.0,0.0,1.0,1.0
66,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9781,7085.0,1.0,7085.0,7085.0,52.0,13506.0,245.0,245.0,0.0,1.0,1.0
67,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9991,6790.0,1.0,6790.0,6767.0,61.0,15266.0,332.0,332.0,0.0,1.0,1.0
68,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9906,6422.0,1.0,6422.0,6422.0,72.0,17272.0,272.0,272.0,0.0,1.0,1.0
69,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9883,6269.0,1.0,6269.0,6269.0,66.0,15142.0,243.0,243.0,0.0,1.0,1.0
70,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9871,6747.0,1.0,6747.0,6747.0,57.0,13771.0,141.0,141.0,0.0,1.0,1.0
71,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9899,6775.0,1.0,6775.0,6775.0,46.0,11000.0,295.0,295.0,0.0,1.0,1.0
72,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9922,7006.0,1.0,7006.0,7006.0,60.0,14631.0,294.0,294.0,0.0,1.0,1.0
73,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9917,6234.0,1.0,6234.0,6234.0,67.0,14877.0,169.0,169.0,0.0,1.0,1.0
74,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9881,5702.0,1.0,5702.0,5702.0,60.0,13242.0,157.0,157.0,0.0,1.0,1.0
75,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9931,6760.0,1.0,6760.0,6760.0,64.0,15465.0,270.0,270.0,0.0,1.0,1.0
76,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9901,5832.0,1.0,5832.0,5832.0,68.0,15135.0,53.0,53.0,0.0,1.0,1.0
77,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9981,7752.0,1.0,7752.0,7752.0,65.0,17334.0,413.0,413.0,0.0,1.0,1.0
78,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9832,6847.0,1.0,6847.0,6847.0,55.0,13532.0,342.0,342.0,0.0,1.0,1.0
79,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9916,7745.0,1.0,7745.0,7745.0,56.0,14862.0,207.0,207.0,0.0,1.0,1.0
80,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9787,6249.0,1.0,6249.0,6249.0,62.0,14483.0,488.0,488.0,0.0,1.0,1.0
81,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9976,8137.0,1.0,8137.0,8137.0,59.0,16705.0,222.0,222.0,0.0,1.0,1.0
82,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9891,7192.0,1.0,7192.0,7192.0,64.0,15404.0,323.0,323.0,0.0,1.0,1.0
83,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9921,7982.0,1.0,7982.0,7982.0,52.0,14718.0,419.0,419.0,0.0,1.0,1.0
84,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9845,6235.0,1.0,6235.0,6235.0,56.0,12920.0,292.0,292.0,0.0,1.0,1.0
85,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9831,6722.0,1.0,6722.0,6722.0,60.0,14354.0,242.0,242.0,0.0,1.0,1.0
86,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9851,5571.0,1.0,5609.5,5571.0,62.0,14097.0,155.0,155.0,38.5,1.0,1.0
87,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9831,6233.0,1.0,6233.0,6233.0,60.0,13062.0,355.0,355.0,0.0,1.0,1.0
88,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9921,6790.0,1.0,6790.0,6790.0,54.0,14589.0,374.0,374.0,0.0,1.0,1.0
89,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9989,6448.0,1.0,6448.0,6448.0,67.0,15644.0,259.0,259.0,0.0,1.0,1.0
90,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9960,6344.0,1.0,6344.0,6344.0,52.0,11824.0,388.0,388.0,0.0,1.0,1.0
91,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9997,7222.0,1.0,7222.0,7222.0,68.0,16849.0,241.0,241.0,0.0,1.0,1.0
92,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9919,6264.0,1.0,6264.0,6264.0,62.0,15002.0,218.0,218.0,0.0,1.0,1.0
93,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9921,7459.0,1.0,7459.0,7459.0,59.0,16847.0,90.0,90.0,0.0,1.0,1.0
94,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9955,7192.0,1.0,7192.0,7192.0,54.0,13884.0,352.0,352.0,0.0,1.0,1.0
95,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9840,6389.0,1.0,6389.0,6389.0,58.0,13511.0,347.0,347.0,0.0,1.0,1.0
96,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9842,7052.0,1.0,7052.0,7052.0,61.0,15323.0,263.0,263.0,0.0,1.0,1.0
97,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9981,6289.0,1.0,6263.0,6289.0,60.0,13865.0,94.0,94.0,26.0,1.0,1.0
98,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9991,8164.0,1.0,8164.0,8164.0,51.0,13938.0,406.0,406.0,0.0,1.0,1.0
99,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9911,6421.0,1.0,6421.0,6421.0,57.0,12958.0,132.0,132.0,0.0,1.0,1.0
0,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9981,6628.0,1.0,6628.0,6628.0,65.0,5970.0,362.0,362.0,0.0,1.0,1.0
1,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9871,7050.0,1.0,7037.0,7050.0,52.0,5308.0,138.0,138.0,13.0,1.0,1.0
2,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9882,6870.0,1.0,6887.0,6870.0,50.0,5676.0,169.0,169.0,17.0,1.0,1.0
3,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9852,6152.0,1.0,6064.0,6152.0,52.0,5062.0,310.0,310.0,88.0,1.0,1.0
4,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9995,5825.0,1.0,5788.5,5825.0,51.0,5526.0,225.0,207.0,36.5,1.0,1.0
5,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9926,7287.0,1.0,7336.0,7287.0,52.0,6172.0,229.0,276.0,49.0,1.0,1.0
6,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9851,6426.0,1.0,6478.0,6426.0,53.0,4549.0,114.0,114.0,52.0,1.0,1.0
7,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9861,7112.0,1.0,7189.5,7112.0,28.0,5445.0,291.0,319.0,77.5,1.0,1.0
8,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9907,8072.0,1.0,8093.0,8072.0,51.0,5390.0,260.0,260.0,21.0,1.0,1.0
9,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9951,6871.0,0.0,6814.5,6790.0,59.0,5634.0,150.0,150.0,56.5,1.0,1.0
10,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9866,7052.0,1.0,7233.5,7052.0,59.0,5791.0,338.0,338.0,181.5,1.0,1.0
11,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9921,6498.0,1.0,6538.5,6498.0,52.0,4881.0,136.0,136.0,40.5,1.0,1.0
12,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9901,6965.0,1.0,6863.0,6833.0,57.0,5506.0,376.0,376.0,102.0,1.0,1.0
13,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9891,6720.0,1.0,6727.0,6720.0,59.0,4885.0,442.0,442.0,7.0,1.0,1.0
14,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9981,6865.0,1.0,6862.5,6865.0,53.0,6034.0,267.0,267.0,2.5,1.0,1.0
15,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9915,7000.0,1.0,6915.5,7000.0,57.0,5608.0,259.0,259.0,84.5,1.0,1.0
16,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9881,6210.0,1.0,6287.5,6210.0,60.0,4989.0,99.0,115.0,77.5,1.0,1.0
17,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9947,6781.0,1.0,6784.0,6781.0,68.0,6254.0,202.0,202.0,3.0,1.0,1.0
18,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9951,7641.0,1.0,7641.0,7641.0,62.0,6233.0,159.0,159.0,0.0,1.0,1.0
19,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9941,7036.0,0.0,7051.5,6939.0,54.0,5579.0,293.0,320.0,15.5,1.0,1.0
20,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9911,6288.0,1.0,6283.5,6288.0,62.0,5768.0,265.0,265.0,4.5,1.0,1.0
21,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9953,5982.0,1.0,6070.5,5982.0,69.0,5523.0,254.0,254.0,88.5,1.0,1.0
22,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9999,7701.0,1.0,7701.5,7685.0,61.0,6100.0,349.0,378.0,0.5,1.0,1.0
23,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9931,6939.0,1.0,6965.0,6939.0,54.0,5497.0,252.0,281.0,26.0,1.0,1.0
24,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9915,6977.0,1.0,6916.5,6977.0,48.0,4788.0,281.0,281.0,60.5,1.0,1.0
25,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9920,7462.0,1.0,7458.5,7441.0,61.0,5748.0,369.0,369.0,3.5,1.0,1.0
26,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9982,6368.0,1.0,6406.0,6368.0,61.0,5758.0,130.0,130.0,38.0,1.0,1.0
27,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9871,7481.0,1.0,7545.5,7481.0,64.0,5685.0,388.0,388.0,64.5,1.0,1.0
28,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9851,7175.0,1.0,7151.5,7175.0,48.0,5580.0,269.0,269.0,23.5,1.0,1.0
29,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9931,7139.0,1.0,7219.5,7139.0,57.0,5566.0,200.0,200.0,80.5,1.0,1.0
30,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9921,6953.0,1.0,6946.0,6953.0,30.0,4763.0,371.0,389.0,7.0,1.0,1.0
31,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9871,7496.0,1.0,7631.0,7496.0,66.0,5935.0,380.0,380.0,135.0,1.0,1.0
32,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9891,6854.0,1.0,6897.5,6854.0,50.0,4879.0,404.0,404.0,43.5,1.0,1.0
33,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9921,7036.0,1.0,7119.5,7036.0,63.0,5564.0,290.0,308.0,83.5,1.0,1.0
34,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9973,6926.0,0.0,6946.0,6898.0,24.0,5172.0,320.0,308.0,20.0,1.0,1.0
35,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9976,5879.0,1.0,5913.0,5879.0,71.0,5536.0,227.0,227.0,34.0,1.0,1.0
36,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9853,7676.0,1.0,7753.0,7676.0,59.0,6149.0,177.0,177.0,77.0,1.0,1.0
37,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9931,6924.0,1.0,6965.5,6869.0,54.0,5495.0,209.0,278.0,41.5,1.0,1.0
38,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9881,6702.0,1.0,6702.0,6702.0,51.0,5835.0,445.0,445.0,0.0,1.0,1.0
39,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9991,7545.0,1.0,7557.0,7545.0,56.0,5773.0,329.0,329.0,12.0,1.0,1.0
40,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9931,7064.0,0.0,6959.0,6991.0,49.0,4480.0,180.0,180.0,105.0,1.0,1.0
41,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9861,7070.0,1.0,7049.5,7037.0,50.0,5150.0,168.0,168.0,20.5,1.0,1.0
42,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9926,6241.0,1.0,6252.0,6241.0,47.0,4230.0,373.0,373.0,11.0,1.0,1.0
43,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9921,6532.0,1.0,6348.0,6378.0,45.0,4427.0,276.0,205.0,184.0,1.0,1.0
44,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9951,6357.0,1.0,6370.5,6357.0,49.0,4311.0,259.0,259.0,13.5,1.0,1.0
45,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9971,6396.0,1.0,6463.0,6396.0,61.0,4815.0,203.0,203.0,67.0,1.0,1.0
46,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9863,6978.0,1.0,6976.5,6978.0,64.0,5928.0,367.0,375.0,1.5,1.0,1.0
47,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9959,6482.0,1.0,6504.0,6482.0,50.0,4909.0,535.0,535.0,22.0,1.0,1.0
48,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9895,7317.0,1.0,7261.0,7155.0,56.0,6197.0,356.0,394.0,56.0,1.0,1.0
49,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9861,7919.0,1.0,7901.0,7919.0,57.0,5669.0,235.0,219.0,18.0,1.0,1.0
50,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9968,7678.0,1.0,7760.0,7678.0,54.0,5767.0,396.0,319.0,82.0,1.0,1.0
51,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9931,7142.0,1.0,7169.5,7129.0,58.0,5427.0,141.0,135.0,27.5,1.0,1.0
52,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9921,5970.0,1.0,6040.5,5970.0,58.0,5365.0,226.0,226.0,70.5,1.0,1.0
53,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9921,7343.0,1.0,7588.0,7343.0,65.0,5931.0,121.0,88.0,245.0,1.0,1.0
54,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9911,6853.0,1.0,6866.5,6853.0,60.0,6187.0,229.0,229.0,13.5,1.0,1.0
55,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9881,7606.0,1.0,7593.5,7592.0,53.0,5491.0,555.0,555.0,12.5,1.0,1.0
56,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9901,6864.0,1.0,6855.0,6864.0,52.0,5427.0,324.0,324.0,9.0,1.0,1.0
57,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9959,6119.0,1.0,6269.5,6119.0,56.0,5582.0,404.0,351.0,150.5,1.0,1.0
58,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9931,6263.0,1.0,6294.0,6263.0,63.0,5324.0,111.0,111.0,31.0,1.0,1.0
59,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9917,6964.0,1.0,7002.0,6964.0,56.0,5424.0,319.0,319.0,38.0,1.0,1.0
60,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9941,6946.0,1.0,6926.5,6946.0,51.0,4786.0,254.0,254.0,19.5,1.0,1.0
61,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9963,7082.0,1.0,7123.0,7082.0,66.0,6000.0,221.0,221.0,41.0,1.0,1.0
62,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9951,7445.0,1.0,7484.5,7445.0,46.0,5582.0,286.0,268.0,39.5,1.0,1.0
63,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9891,7240.0,1.0,7330.5,7240.0,62.0,5900.0,224.0,224.0,90.5,1.0,1.0
64,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9941,7332.0,1.0,7345.0,7332.0,66.0,6385.0,193.0,193.0,13.0,1.0,1.0
65,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9991,7132.0,1.0,7135.5,7132.0,57.0,5240.0,293.0,293.0,3.5,1.0,1.0
66,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9961,7415.0,1.0,7424.5,7415.0,53.0,5357.0,294.0,294.0,9.5,1.0,1.0
67,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9951,6952.0,1.0,6962.5,6952.0,54.0,5553.0,333.0,333.0,10.5,1.0,1.0
68,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9971,6406.0,1.0,6406.0,6406.0,59.0,6146.0,330.0,330.0,0.0,1.0,1.0
69,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9899,6437.0,1.0,6520.0,6437.0,60.0,5073.0,253.0,342.0,83.0,1.0,1.0
70,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9653,6858.0,1.0,6916.5,6858.0,49.0,4850.0,239.0,239.0,58.5,1.0,1.0
71,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9821,6630.0,1.0,6624.5,6630.0,40.0,3908.0,369.0,369.0,5.5,1.0,1.0
72,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9871,6784.0,1.0,6864.0,6782.0,50.0,5299.0,309.0,308.0,80.0,1.0,1.0
73,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9951,6252.0,1.0,6227.0,6252.0,61.0,5219.0,132.0,137.0,25.0,1.0,1.0
74,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9921,5741.0,1.0,5764.5,5741.0,53.0,4638.0,235.0,235.0,23.5,1.0,1.0
75,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9901,7019.0,1.0,6936.5,7019.0,64.0,5130.0,269.0,206.0,82.5,1.0,1.0
76,Random Uniform 0.2,Perfect Communication,w Timestamp,0.8,0.0,DSA_ASY,0.7,9971,6081.0,1.0,6066.5,6081.0,46.0,5189.0,42.0,42.0,14.5,1.0,1.0
